Feature;LIDC;KITS;LITS;NSCLC;BRATS
wavelet-HH_gldm_LargeDependenceHighGrayLevelEmphasis;0.7900613472611651;0.9868629009935076;0.965025361655256;0.8949300153742543;0.9737797570823828
original_glcm_Imc2;0.7275054680352111;0.9896914351224115;0.9645457372336815;0.9631315540183009;0.9869628492292861
wavelet-LH_glcm_Imc1;0.9474746683836441;0.9642381080719427;0.9455512218612248;0.9657453111609764;0.9886054734870294
original_glszm_SizeZoneNonUniformityNormalized;0.8749751039962181;0.9846870819100411;0.8890352649602868;0.9642069449444521;0.988541832933838
wavelet-HL_gldm_GrayLevelVariance;0.9181911889935315;0.9990648281562152;0.9393379074217453;0.9641404882523528;0.9783013192152219
wavelet-HL_firstorder_Variance;0.9186064474229014;0.9990900438982246;0.9400039529314916;0.9640811676727654;0.9782947517893843
wavelet-HL_gldm_DependenceEntropy;0.8333877250872722;0.9739156848396797;0.9396359330695293;0.963925433785165;0.9893510698230259
wavelet-LH_firstorder_Range;0.9226207806118545;0.9826202260994603;0.9751937518878415;0.942131221820004;0.9636672234796073
wavelet-LH_glszm_GrayLevelNonUniformityNormalized;0.7305734466844509;0.9833173488938798;0.8765731671181956;0.9633701435065467;0.9854083573184662
wavelet-HL_glcm_SumSquares;0.9136541623656071;0.9991488713178976;0.9404069465990205;0.9631272531717929;0.9814689421465577
wavelet-HL_glcm_Contrast;0.8817724202421928;0.9992711387681177;0.9438650744453914;0.9630460361720924;0.968938934134977
wavelet-HL_glrlm_GrayLevelVariance;0.9171473113025931;0.9989460157382728;0.9354924642949731;0.9628096231853988;0.9780205824365317
wavelet-HH_firstorder_Maximum;0.962498512705949;0.9950610032858394;0.9766237658307666;0.9309650697891056;0.9213813279500345
wavelet-HL_glrlm_RunEntropy;0.783738847115997;0.9847693202327248;0.9387013240373638;0.9619016695075954;0.9915274245328608
wavelet-LL_firstorder_InterquartileRange;0.900727756167279;0.9941513333307184;0.88997353145097;0.9618730763398603;0.994734735095085
wavelet-LL_firstorder_RobustMeanAbsoluteDeviation;0.9033600943231253;0.9935053996730396;0.8979038496642711;0.9617732442273959;0.9959537604032795
wavelet-LL_glszm_ZoneEntropy;0.8454179198587195;0.9794639983437867;0.959513534510648;0.9616178849879478;0.9878861180341656
wavelet-LL_glrlm_RunEntropy;0.803393913295338;0.9791790877131985;0.941815428824839;0.9615888061911089;0.9919138775898075
wavelet-HL_firstorder_Minimum;0.9734141196877314;0.9837846073684218;0.9612876408567941;0.9108094714732861;0.9467151878814892
original_glszm_SmallAreaEmphasis;0.8606698631022451;0.9856492620668864;0.8611194059359033;0.9612789817269364;0.9856161998251387
wavelet-HL_firstorder_Range;0.9022894820018716;0.9836458884425132;0.9772543524238153;0.9380646752349151;0.9605919234879372
wavelet-HH_glrlm_LongRunHighGrayLevelEmphasis;0.9013071585700654;0.9985058655079242;0.9667820116556891;0.8945352316730587;0.9602596185586892
wavelet-HL_glcm_DifferenceVariance;0.8715074644880025;0.9991667384758024;0.9095140791546705;0.9610715988702095;0.9599388774362949
wavelet-LH_glrlm_RunEntropy;0.7964132135814843;0.9840581599312463;0.9444138357057085;0.9596573516824094;0.9941172897530955
original_firstorder_InterquartileRange;0.8882698192624446;0.9943286216394867;0.8958218238454356;0.9596098458297084;0.9956284930926177
original_glcm_DifferenceVariance;0.9596022242848443;0.9949433155822358;0.7862140076541854;0.9585757887630664;0.9852531558824515
original_firstorder_RobustMeanAbsoluteDeviation;0.8926897048341378;0.9941456263801518;0.9092294638940532;0.9595195264906713;0.9960540762609666
wavelet-LH_gldm_DependenceEntropy;0.8345563011569358;0.9787670179382122;0.9449669174392912;0.9594632023301264;0.9934956027045403
wavelet-HL_glcm_ClusterTendency;0.8858999085586544;0.998381101262013;0.9144786191934196;0.9593127430397527;0.98573738170352
original_glrlm_RunEntropy;0.7645428502767395;0.9809859208734786;0.9377274391084349;0.9588537356389758;0.9907761571447781
wavelet-HH_firstorder_Range;0.9583256349194157;0.9964751253293807;0.9850309436340317;0.9536808142668418;0.9583531377528136
wavelet-LL_glcm_ClusterProminence;0.8783762000862883;0.9730363608854846;0.7634331817797373;0.9580811305175676;0.99098861760138
wavelet-HH_glrlm_RunEntropy;0.8650187187764266;0.9896881642375529;0.9548528422468407;0.9573536237736049;0.9951681693407863
wavelet-HL_glcm_Imc1;0.9447705024978359;0.9573237130624714;0.9413951851093467;0.9635355557587147;0.9876789115363678
wavelet-HL_glszm_LargeAreaHighGrayLevelEmphasis;0.9682996312281029;0.9242410571623081;0.9455730617000757;0.9571658996988082;0.9801313156460121
original_glcm_ClusterProminence;0.8825689733969705;0.972102678842045;0.656276832573895;0.9570883643422161;0.9905268187269463
wavelet-LL_firstorder_MeanAbsoluteDeviation;0.9253652946655608;0.9898459475324665;0.9159449385591052;0.956911362557073;0.995263714220167
original_glszm_ZoneEntropy;0.8186756207340908;0.9794672479956128;0.9542026150814279;0.9566294644332232;0.9836786060330756
wavelet-LH_gldm_SmallDependenceHighGrayLevelEmphasis;0.95648448973051;0.996394821401545;0.9441705493346735;0.9625354708862399;0.8980108915622318
wavelet-LL_glcm_SumSquares;0.9410906817847953;0.9897870146213719;0.8413578129578005;0.9563878628011331;0.9948880459937253
original_glcm_SumSquares;0.940031401373139;0.9911787287292437;0.8488438745085818;0.956311730908499;0.994226908963219
wavelet-HH_glszm_ZoneEntropy;0.8600438234471791;0.9900720694041483;0.9559062402283839;0.9385644033356735;0.9851269167408001
original_firstorder_MeanAbsoluteDeviation;0.9202744614511389;0.9902769802151294;0.9294892682687195;0.9556097094893523;0.9950549031604676
wavelet-LL_glcm_ClusterTendency;0.9165127011301248;0.9896038640678277;0.8407821217593268;0.9551873499092174;0.9946707420491007
wavelet-HL_glcm_ClusterProminence;0.7457323755970056;0.9997264317469889;0.8051848889958009;0.9550468666348084;0.97049201961733
original_glcm_ClusterTendency;0.9133424275460638;0.9898118158575417;0.8337582455706413;0.9545170782612049;0.9945754012529644
wavelet-HL_glszm_GrayLevelNonUniformityNormalized;0.7549577435910813;0.9707574991125426;0.8741317113324795;0.9535240736400156;0.9897490847732087
original_firstorder_Variance;0.9473117208300552;0.9875194991966874;0.8420620264329165;0.9530277491204662;0.9926838423928683
wavelet-HH_glszm_SmallAreaHighGrayLevelEmphasis;0.9530159784764806;0.9997057061851609;0.9674567907194049;0.9345394801890048;0.948080869256815
wavelet-LL_gldm_GrayLevelVariance;0.9466974653137401;0.9858635746227336;0.8354153879965995;0.9528517766208925;0.9939532072099369
wavelet-LH_glszm_SmallAreaHighGrayLevelEmphasis;0.9525608396799421;0.9945100739142678;0.9414382420716958;0.954287716647101;0.9108172160121972
wavelet-LL_firstorder_Variance;0.9467266413019135;0.9861989107581468;0.8272886069370875;0.95251833736549;0.9938840039400842
original_gldm_GrayLevelVariance;0.9467790772084659;0.9874751587003072;0.8400208912659644;0.9523731933843347;0.9927667230127499
wavelet-HL_glszm_GrayLevelVariance;0.9136330136497248;0.9986131226587338;0.9293195886707839;0.9520429543183486;0.9790705998039879
wavelet-HH_glszm_LargeAreaHighGrayLevelEmphasis;0.9010232855695313;0.9934618958184214;0.9822850865069259;0.9519737550449987;0.9454877155147452
wavelet-LH_glrlm_ShortRunHighGrayLevelEmphasis;0.953814373810312;0.9926782903619147;0.9379921095518483;0.951633888703315;0.9016047325129037
wavelet-LH_glszm_ZoneEntropy;0.8308381021721305;0.9710373033371408;0.950576345714879;0.9514786246295357;0.9813128834685734
wavelet-HH_gldm_DependenceVariance;0.9491685550904038;0.9944524440760518;0.9366500742654089;0.9514568876469651;0.9972275701433961
wavelet-LH_glcm_JointAverage;0.9512607086655929;0.9787299544715744;0.9528473285417496;0.9366007428952857;0.9397182558966003
wavelet-HL_glszm_ZoneEntropy;0.8231282643781911;0.9669927051621756;0.946777836860099;0.9508570364372204;0.9748005002949178
original_glszm_GrayLevelNonUniformityNormalized;0.5499025387114569;0.9503917937044268;0.8441575933103969;0.9505051855079789;0.9744696617394999
wavelet-LH_glszm_SizeZoneNonUniformityNormalized;0.9077806348849999;0.9858929033605852;0.8754962273848008;0.9503143956965185;0.9865305581116774
wavelet-LH_firstorder_90Percentile;0.6762588743185316;0.9932310842750788;0.9503105328588302;0.9296120466477666;0.9909378840351684
original_glszm_LargeAreaHighGrayLevelEmphasis;0.9025703587431005;0.949868910524384;0.9553753112667496;0.8913816964185263;0.9741355131748486
wavelet-LH_glszm_HighGrayLevelZoneEmphasis;0.9520362724267981;0.9918063196157193;0.9357096856024776;0.9497163465400236;0.9060187030994259
wavelet-LH_firstorder_Minimum;0.9746837517038741;0.979306654274247;0.9494935880398854;0.937309149361092;0.9416102979535615
wavelet-LL_glrlm_GrayLevelVariance;0.9464193428059993;0.9850291610702762;0.8289275837860074;0.9488382516867476;0.9932427763055593
original_glszm_GrayLevelVariance;0.9482704294675532;0.9811073604184493;0.8248239984972989;0.9280858366878151;0.9891121096411211
wavelet-HH_glrlm_ShortRunHighGrayLevelEmphasis;0.9480955243738465;0.9996142303272015;0.9694095048819273;0.9431752357223953;0.9350087799037944
wavelet-HL_glcm_MaximumProbability;0.7671871354970297;0.9478738962837201;0.835234151604878;0.9829919506985081;0.99814957811371
wavelet-LH_glrlm_HighGrayLevelRunEmphasis;0.9529728068857105;0.9920994561686762;0.9354904203789534;0.947631943986744;0.9055587393819706
wavelet-HH_firstorder_Minimum;0.912468751424659;0.9933412772280297;0.9759498788915322;0.9333514179377091;0.947433774560296
wavelet-LH_gldm_HighGrayLevelEmphasis;0.9538707439112902;0.9922912907893616;0.935176201229057;0.9473252028341291;0.9027271314009668
original_glrlm_GrayLevelVariance;0.9472627414845571;0.9861112518188444;0.8248687206153;0.9468062904232832;0.9913988409026737
wavelet-HH_glcm_InverseVariance;0.946565079874425;0.994499949812866;0.9380875090885328;0.9406240816089828;0.9978458688340778
wavelet-LL_glszm_GrayLevelVariance;0.9463217879923285;0.9810676748018237;0.8295207935623286;0.9362017622056378;0.9916184514508285
wavelet-LH_glcm_Autocorrelation;0.9484145745673744;0.9913932079753829;0.9310040983936543;0.9460978154239001;0.899753011919982
wavelet-HH_glcm_JointAverage;0.9166643470018228;0.9928147203630258;0.9731355762542975;0.9247679258479582;0.9457249327231989
wavelet-HL_glcm_JointAverage;0.9440741031541612;0.9843923402063357;0.9618173303441753;0.9123115175769396;0.945010811312396
wavelet-LH_glszm_SmallAreaEmphasis;0.8947351738009762;0.987667676340781;0.851879395571479;0.9448763174249871;0.9814526041217285
wavelet-HH_glrlm_HighGrayLevelRunEmphasis;0.9436722589134077;0.9995189857927302;0.9693470068678831;0.9302436833872672;0.9382582401524744
wavelet-HH_glszm_HighGrayLevelZoneEmphasis;0.9434660990367689;0.9995020900445284;0.9693322302113345;0.9321615887465251;0.9414906491793005
wavelet-HL_glrlm_LongRunHighGrayLevelEmphasis;0.9289029463251172;0.980393573938584;0.943395772659019;0.8972736434146107;0.9780668125035068
wavelet-HH_gldm_HighGrayLevelEmphasis;0.9427300466025341;0.9995121786028647;0.9692874054684009;0.9306924386474176;0.9380356864608178
wavelet-LL_glcm_ClusterShade;0.799630877607096;0.9682092888711178;0.7874415160267481;0.9420205217904862;0.9896006642152981
wavelet-LH_firstorder_Maximum;0.745473454164151;0.9597147758078128;0.9713051098686458;0.9020304442859646;0.9402426904242406
original_glcm_ClusterShade;0.8235265474033778;0.9653329353796606;0.7155361155551108;0.9396944779902248;0.9899701057263011
wavelet-LL_firstorder_Range;0.9311936622260476;0.9507180914645241;0.9386789859786209;0.8885360444786079;0.9412018929664397
original_shape2D_PerimeterSurfaceRatio;0.7989598435283372;0.9385321900138512;0.9232828001831053;0.9565725389251537;0.9563195198378905
wavelet-HL_gldm_SmallDependenceHighGrayLevelEmphasis;0.9331560631032194;0.998653813715924;0.9370090095487263;0.9535924383564125;0.9289832641322083
wavelet-LL_firstorder_Uniformity;0.7116017842383253;0.9369420034150355;0.8310720574612602;0.9748164694182537;0.9972601520242902
wavelet-LH_gldm_LargeDependenceHighGrayLevelEmphasis;0.932215482595939;0.9764822609324801;0.9127643697818557;0.9382149758945826;0.9365249092489557
wavelet-HH_gldm_DependenceNonUniformityNormalized;0.89964264953873;0.9689617115343554;0.8363602778928345;0.9357047351523535;0.9958516403702959
wavelet-HL_glszm_SizeZoneNonUniformityNormalized;0.8974357873691247;0.9881853520856063;0.8642303860358658;0.93563543314839;0.9888956506248525
wavelet-HL_gldm_LargeDependenceHighGrayLevelEmphasis;0.932303522984929;0.9355079059445484;0.9447850780174849;0.9010739053657291;0.9698356335764753
wavelet-HH_glcm_Autocorrelation;0.9265486072291422;0.9994368737441763;0.9671360281294475;0.9277420339779479;0.9353197213412507
wavelet-HL_glszm_SmallAreaHighGrayLevelEmphasis;0.9299878956119398;0.9966718147861067;0.9395634424247623;0.9297658424423607;0.9348828113402468
wavelet-HL_glrlm_ShortRunHighGrayLevelEmphasis;0.9345466585723303;0.9945157551329575;0.9409341058216889;0.9299612134619656;0.926656060175151
original_gldm_LargeDependenceHighGrayLevelEmphasis;0.9341031743577441;0.8855302270105552;0.9457900015491227;0.9218436894073061;0.975261147059014
wavelet-LH_glrlm_LongRunHighGrayLevelEmphasis;0.9460372029458002;0.9856558939195299;0.9235686980756361;0.9338046751261855;0.891717796672086
wavelet-HL_gldm_HighGrayLevelEmphasis;0.933494398460473;0.9933167457829958;0.9411695829903413;0.9189219489264242;0.9305712127043071
wavelet-HL_glszm_HighGrayLevelZoneEmphasis;0.9333002533061594;0.993139346116254;0.9414802795823431;0.9226459094462878;0.9307346911421397
wavelet-HL_glrlm_HighGrayLevelRunEmphasis;0.9332111244516801;0.993251225630611;0.9415121802024855;0.9201495248593741;0.9304772472503978
wavelet-HL_glcm_Autocorrelation;0.932311849613606;0.9925306904306117;0.940934457566629;0.9173534823010394;0.9292934991550893
original_firstorder_Range;0.9318180884315204;0.9510514954316689;0.9469080023317882;0.8832122639081705;0.918228453368298
wavelet-LH_glcm_Idn;0.8677740709318237;0.9620064268920943;0.8823034280378776;0.9520960499031872;0.9313574621533088
wavelet-LL_glrlm_GrayLevelNonUniformityNormalized;0.5817631940877648;0.9302430648027551;0.8315466005341967;0.9753471155690006;0.9925998814520731
wavelet-HL_firstorder_90Percentile;0.5886875958675992;0.9912101021615285;0.9293591949616489;0.9279262793737151;0.9826558007610925
wavelet-HL_glszm_SmallAreaEmphasis;0.8766845357389389;0.9893116192930509;0.8459177329592229;0.929220057329997;0.987554181416421
original_gldm_SmallDependenceHighGrayLevelEmphasis;0.9549483903419871;0.9353270126750306;0.9279734526708621;0.8961301927911556;0.845539843877487
wavelet-HL_firstorder_Maximum;0.6858550054509864;0.9589065147148552;0.9625262425245642;0.9119859932388452;0.9265111306595388
wavelet-LL_gldm_LargeDependenceHighGrayLevelEmphasis;0.9353271082884175;0.8954204767971987;0.910533814781083;0.9257430654448859;0.9691983687497603
wavelet-LH_glcm_Correlation;0.687032992417105;0.9662146549745849;0.6953782016308534;0.9250403012114492;0.9456326713441
wavelet-HH_glszm_GrayLevelNonUniformityNormalized;0.8813123973334396;0.9930875483718637;0.9165627235134355;0.9248576413622309;0.9785213950158534
wavelet-HL_glcm_Idn;0.8598143014073807;0.9589964866615481;0.8829157741861859;0.9561292719961841;0.9245138107764539
wavelet-LL_firstorder_Skewness;0.8791272868431099;0.9570442242793837;0.8283751831728137;0.9203738125735372;0.923707801142686
original_glszm_SmallAreaHighGrayLevelEmphasis;0.9489700989131362;0.9201900964928396;0.9285843761431004;0.8655969825313026;0.8752988015024432
wavelet-HH_glcm_Idn;0.8942574100722804;0.9427817133342205;0.90979976258327;0.9266751200892818;0.9185856453297192
wavelet-LL_glszm_SmallAreaHighGrayLevelEmphasis;0.9460101238932432;0.9187364807472631;0.8821198968274027;0.869747226740122;0.918400812114138
wavelet-LH_glcm_JointEnergy;0.5143229502336312;0.916773735414742;0.721894309086661;0.9831135739219232;0.9984103435670213
original_glrlm_LongRunHighGrayLevelEmphasis;0.9143156665376044;0.889456494315799;0.9324677195346177;0.9048168546058573;0.9767293512026242
original_glrlm_ShortRunHighGrayLevelEmphasis;0.9456710785466894;0.9130501797371381;0.9302894943571068;0.8726474367797382;0.8536245472459897
wavelet-LL_glcm_Autocorrelation;0.9335332610334682;0.9126710363229487;0.8895407768152381;0.8773469160311418;0.9236171351102471
wavelet-LL_gldm_HighGrayLevelEmphasis;0.935163646457801;0.9124062935015902;0.8911678038345502;0.8786608798761326;0.9237119095402959
wavelet-HH_glcm_Imc1;0.9129243820456929;0.9120012352496691;0.906931441461736;0.9054804200579698;0.98868107027233
wavelet-LL_glszm_LargeAreaHighGrayLevelEmphasis;0.9024295867085754;0.9118681303380543;0.9180139851663087;0.875886654825418;0.9561692253319516
wavelet-LL_glrlm_ShortRunHighGrayLevelEmphasis;0.9399105762480178;0.9151040368413711;0.8879790465548878;0.8748146668469017;0.9116655660069832
original_glcm_MaximumProbability;0.7999510485456167;0.9113389787557166;0.7890586391517906;0.9726701959646562;0.9989329731078027
wavelet-LL_glcm_Idn;0.8962560086107705;0.9413470814840985;0.9029507857267725;0.9584403912292534;0.9113382449215788
wavelet-HL_glcm_Idmn;0.7500925641716614;0.9154924121594769;0.8401639185300747;0.9121000473999118;0.9113299179505675
wavelet-LL_glrlm_HighGrayLevelRunEmphasis;0.9367945569309726;0.9113291642509147;0.8917377981716206;0.8776929368215118;0.9220310292359162
original_gldm_HighGrayLevelEmphasis;0.9405454149669463;0.9092994053736059;0.9294682363321619;0.8736706062368012;0.8887345904241502
wavelet-LL_glcm_JointAverage;0.9136735032772931;0.9058098536441644;0.9239959498226097;0.8831643105352525;0.909159256269753
wavelet-LL_glszm_HighGrayLevelZoneEmphasis;0.9392075255404759;0.9083247283696073;0.8923275827865431;0.8712450449514744;0.9169454210600282
original_glrlm_HighGrayLevelRunEmphasis;0.9419763992045043;0.9082214366722183;0.9298856303372972;0.8731503920264484;0.8817693922966485
wavelet-LH_glcm_Idmn;0.7892499112185858;0.9213578066702046;0.8399984473618245;0.9078794656176545;0.9105336352274682
original_glcm_Autocorrelation;0.9383966113704192;0.9063247644068789;0.9285024705249794;0.8724788673277242;0.8853128990205812
original_glszm_HighGrayLevelZoneEmphasis;0.9433534157545965;0.9060905536165377;0.9290656371183272;0.866133361605492;0.8735149844472121
wavelet-LL_glszm_GrayLevelNonUniformityNormalized;0.5483688831937893;0.9033062251944975;0.8246401522288287;0.9502029022337045;0.9821975714845033
wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis;0.9182760324846797;0.8994014443750996;0.899303700486884;0.9024190703919603;0.952687068259463
wavelet-HH_glcm_Idmn;0.8332353588193262;0.9022452457897934;0.8815380038016736;0.9003917564068049;0.9082903247328237
wavelet-LH_glszm_LargeAreaHighGrayLevelEmphasis;0.9683523506802728;0.8486460811375569;0.9133638210800694;0.9000907279018482;0.8871207984960431
original_glcm_JointAverage;0.912546752304668;0.8995638061727277;0.9488387068126504;0.879364433310007;0.8818415802168701
wavelet-HL_firstorder_Kurtosis;0.8113138558214866;0.9395657449292203;0.9805823215690682;0.896746523191702;0.8759469986835235
original_glcm_Idn;0.8940015936503118;0.9387370876699501;0.8913793056374679;0.9537434889605036;0.8914454456087653
wavelet-LL_gldm_SmallDependenceHighGrayLevelEmphasis;0.9509186821785124;0.9296663551660169;0.8743449176883902;0.8892556768098159;0.8936327281724481
wavelet-HH_glszm_LargeAreaLowGrayLevelEmphasis;0.7670407950385026;0.9756772831571385;0.9547249899388863;0.8898570581606904;0.7778771424220878
wavelet-HH_glszm_LowGrayLevelZoneEmphasis;0.797534526154847;0.9527023738305291;0.8898624080508559;0.8084988188352893;0.8862007618143496
wavelet-HL_glcm_Correlation;0.6278314191446925;0.9693030358553802;0.6760327779638253;0.8958040795837434;0.885557660456076
original_shape2D_Elongation;0.5541777499992664;0.9149747875209813;0.725006780958956;0.8817907548946201;0.9644973786721978
wavelet-LH_glszm_LargeAreaLowGrayLevelEmphasis;0.974852180273062;0.9375333341303511;0.8724673928438447;0.8809094588522561;0.874806449381593
wavelet-LH_firstorder_Kurtosis;0.7876213454059563;0.9739690181621752;0.9196984334478073;0.8806550768295376;0.8790349927970227
wavelet-LL_firstorder_Minimum;0.8205265057926769;0.7391068892396351;0.9550979213891182;0.8783714230544194;0.8773597055804107
original_glcm_Idmn;0.7764074263707205;0.8759815046537192;0.8285976760801494;0.8964235734754011;0.881759923667504
wavelet-LH_gldm_LargeDependenceLowGrayLevelEmphasis;0.8707108067788125;0.871198763353934;0.6973505702068536;0.8746073935401592;0.9402176244897704
wavelet-HL_firstorder_Median;0.855845752903436;0.9235043165701271;0.6466118084854439;0.8694872518423383;0.9596910032971819
wavelet-LL_firstorder_Kurtosis;0.7872298189452679;0.8594768932677903;0.9338008749706871;0.8644946882838687;0.8753650633814538
wavelet-LH_firstorder_RootMeanSquared;0.7561866075356927;0.8950017848060304;0.7333711922925564;0.8637592930967102;0.9008816478037801
wavelet-HH_gldm_LowGrayLevelEmphasis;0.6953882417475097;0.8962547568173587;0.8628673291975586;0.8290462221539334;0.8653194697898725
wavelet-HH_glrlm_LowGrayLevelRunEmphasis;0.7254968968590992;0.9050254863602724;0.8701882906076804;0.8281944863657583;0.8627871476082005
wavelet-HH_glszm_SizeZoneNonUniformityNormalized;0.8097501510677678;0.9470512478648868;0.7369806855239985;0.8627429729383447;0.9609948816271404
wavelet-HH_firstorder_Kurtosis;0.842820299090892;0.8617880692962614;0.9876180502020324;0.8979639198540297;0.8466700280185394
wavelet-HL_glszm_LargeAreaLowGrayLevelEmphasis;0.7187382654720227;0.9941911920396955;0.7311908012175965;0.8604446422145944;0.9884234270381327
original_shape2D_Sphericity;0.6441939304863569;0.8593050458716438;0.8464948407722139;0.8928814377662467;0.9338041045009946
wavelet-HH_glrlm_ShortRunLowGrayLevelEmphasis;0.716137899415965;0.9024926092843999;0.8731734605947616;0.825554192924491;0.8577058281952239
original_firstorder_Skewness;0.8570665456242452;0.9510246863998606;0.8053938811180226;0.9171229731299895;0.8368241554936402
original_firstorder_Kurtosis;0.7572791987303664;0.8505176514627352;0.9488847403081704;0.8548761903021886;0.8600498326539827
wavelet-HH_glrlm_LongRunLowGrayLevelEmphasis;0.7419024357235032;0.8974387326457709;0.85085662977331;0.8319010847462032;0.8629791826665677
wavelet-HH_glcm_Correlation;0.5560318807158103;0.8545526232336302;0.48494348274351123;0.9522576004125627;0.8465302068180001
wavelet-HH_glszm_SmallAreaEmphasis;0.7881200676363616;0.92539709407037;0.7486533286720736;0.8463006540136666;0.9424131689264839
wavelet-LL_glcm_Idmn;0.7437395891906078;0.8453643911491342;0.8188537491709302;0.8782828421874234;0.8938217634913804
wavelet-LH_glszm_LowGrayLevelZoneEmphasis;0.7229277299876542;0.8349000230645138;0.8446100028014383;0.8658281080312724;0.9145189821849757
wavelet-LH_firstorder_Mean;0.8380290730308535;0.84442216324195;0.6716527097095468;0.8818947118832181;0.9222621790953325
wavelet-LH_glrlm_LongRunLowGrayLevelEmphasis;0.834951190229655;0.8441375623738643;0.7593442978816538;0.8709824067236432;0.9309262507997291
wavelet-HL_glszm_LowGrayLevelZoneEmphasis;0.7296112022919724;0.8873299560140375;0.842820455975573;0.8383860216679409;0.9221552960988806
wavelet-HL_glrlm_ShortRunLowGrayLevelEmphasis;0.7386871700550032;0.8410361372552408;0.8242287281343583;0.8424612279205052;0.9129528546705089
wavelet-LH_firstorder_Median;0.8520096473239953;0.840733681015116;0.6813932062846388;0.8018839399291113;0.9524300487188919
wavelet-HL_glrlm_LowGrayLevelRunEmphasis;0.7303941969147614;0.8433622280388273;0.8018804724185998;0.8390187676775839;0.9196644518828399
original_firstorder_Minimum;0.8295900435764088;0.777295498143334;0.966921985952326;0.8737437075723927;0.8390162609871343
wavelet-HH_gldm_LargeDependenceLowGrayLevelEmphasis;0.730888698757879;0.9058359399185556;0.8385164370394547;0.834504061907686;0.8683085314508013
wavelet-HL_firstorder_Mean;0.8368359308134911;0.8042955243318377;0.6510608880508355;0.890692340653672;0.9098619118945184
wavelet-LH_glrlm_ShortRunLowGrayLevelEmphasis;0.7358120345154009;0.8348551711339269;0.8263468963765467;0.8468771403512282;0.9005900623473241
wavelet-LH_glrlm_LowGrayLevelRunEmphasis;0.7496055783988615;0.8345271382983248;0.8071069493521491;0.8543995206839308;0.9150868200098478
wavelet-LH_gldm_LowGrayLevelEmphasis;0.758460483977994;0.8318087183772002;0.7904521550346487;0.8472975084774634;0.9143852549349891
wavelet-HL_glcm_JointEnergy;0.5587521399607525;0.8310960911566536;0.7321403640286696;0.9816019800384507;0.996931720482439
original_glcm_Correlation;0.634116685955747;0.9688784373604965;0.8289703231952188;0.8281159326729373;0.9660826667860148
wavelet-LH_gldm_SmallDependenceLowGrayLevelEmphasis;0.6736942147505421;0.8288317836760094;0.8085886958695303;0.8331499667341751;0.8635104804991725
wavelet-HL_gldm_LowGrayLevelEmphasis;0.7238254647793289;0.8402704715891292;0.7758147367713786;0.8283023452454452;0.9205346469915413
wavelet-HH_gldm_SmallDependenceLowGrayLevelEmphasis;0.668159394498155;0.8386035028002214;0.8221575056475565;0.8321761575314228;0.8247534682546294
wavelet-HL_glrlm_LongRunLowGrayLevelEmphasis;0.6924838009218695;0.901752832093595;0.7056945866033733;0.8229965270912254;0.953005566533375
wavelet-HL_firstorder_RootMeanSquared;0.7478438430453173;0.9388511566836961;0.700556267398778;0.8775046730542334;0.8161722846441171
wavelet-LH_glszm_SmallAreaLowGrayLevelEmphasis;0.6350889328125382;0.8269621181392856;0.7994067570419641;0.815620338649587;0.897935154185652
wavelet-HL_gldm_SmallDependenceLowGrayLevelEmphasis;0.6925928394739558;0.8121028763307891;0.7973369780810458;0.8313923168145441;0.8933663235120912
wavelet-HH_glszm_SmallAreaLowGrayLevelEmphasis;0.6390970770700175;0.953123675881235;0.8107751055916421;0.7717675002547637;0.8255252184790722
wavelet-LL_glcm_Correlation;0.6133646880666828;0.9332741278263286;0.8078594917470616;0.7952706926178585;0.9605623178303118
wavelet-HL_glcm_ClusterShade;0.6054546383880638;0.9327603261125037;0.3855089648916328;0.8332725156265018;0.7851693423422077
wavelet-HL_gldm_LargeDependenceLowGrayLevelEmphasis;0.6950695442579391;0.9414965703108342;0.6243396807871785;0.7804056019416357;0.9626899660965182
wavelet-HL_glszm_SmallAreaLowGrayLevelEmphasis;0.665685443397345;0.8214308710685468;0.779547971431493;0.7539922162264001;0.9094335076751909
wavelet-LL_glszm_LowGrayLevelZoneEmphasis;0.6158443456352672;0.7333508389711909;0.8377041832598575;0.830619151739216;0.7757005348163937
wavelet-LL_glszm_SmallAreaLowGrayLevelEmphasis;0.6005501562235669;0.7271530241724804;0.8049666099087822;0.798664337179663;0.7580668638130368
wavelet-LL_glrlm_LowGrayLevelRunEmphasis;0.6237685928412862;0.7150282370493679;0.8358661744807403;0.8211689113772487;0.7556015674233854
wavelet-LL_gldm_LowGrayLevelEmphasis;0.6206591725178946;0.6974849470375476;0.830082400157472;0.8083643575064523;0.7527956517057414
wavelet-LL_glrlm_ShortRunLowGrayLevelEmphasis;0.635321036136852;0.739813949363965;0.8407919896278973;0.8262002620375578;0.7490533728584008
wavelet-LL_glcm_MaximumProbability;0.7063686762872898;0.7472952819546472;0.7450661589725628;0.950579452534845;0.9985348876428983
wavelet-LH_glcm_ClusterShade;0.7365768661152978;0.9530858072710993;0.21815086957545637;0.5440980333193073;0.9509474768365913
original_glszm_SmallAreaLowGrayLevelEmphasis;0.5690002785428478;0.7284816767729365;0.7974313269652353;0.7772079262607133;0.7323609385667627
wavelet-LL_gldm_SmallDependenceLowGrayLevelEmphasis;0.6455056758326153;0.7319697601390627;0.815571049364693;0.812224657926589;0.7294254677774499
